item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:18:32 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:15:07 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:15:58 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:19:50 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:20:04 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:26:40 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:27:58 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:28:17 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:01 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:02 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:05 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:16 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:19 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:25 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:29:33 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:30:29 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:30:33 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:31:30 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:31:32 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:31:58 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:32:01 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:32:05 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:32:27 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:32:28 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:32:40 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:32:50 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:33:44 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:33:49 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:34:08 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:34:11 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:34:16 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:34:19 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:34:43 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:34:47 PM
